,POI_name,latitude,longitude,category_name,category_id,price,rating,distance,bike_ll
722,Pibil Mex,19.372874,-99.16473,Mexican Restaurant,13303,1,NaN,39,"19.372469,-99.164538"
723,Distribuidora Mueblera Milenio,19.372397,-99.164159,Restaurant,13065,NaN,NaN,40,"19.372469,-99.164538"
724,"Amo Ato Pop, Coffee",19.372861,-99.164605,Restaurant,13065,NaN,NaN,44,"19.372469,-99.164538"
725,Sushi Roll,19.367111,-99.170842,Sushi Restaurant,13276,2,8.4,30,"19.36715,-99.17055"
726,Mejicaleria,19.366765,-99.170405,Bar,13003,2,NaN,35,"19.36715,-99.17055"
727,Emiklub,19.367428,-99.170786,Lounge,13016,3,NaN,39,"19.36715,-99.17055"
728,Billar Amores,19.367454,-99.170774,Sake Bar,13020,2,NaN,41,"19.36715,-99.17055"
729,El Puertito,19.369405,-99.179186,Seafood Restaurant,13338,3,NaN,27,"19.36952,-99.179421"
730,Las Quesadillas,19.369778,-99.17952,Taco Restaurant,13306,1,NaN,30,"19.36952,-99.179421"
731,"Tacos ""El Paisa""",19.369941,-99.179482,Taco Restaurant,13306,1,NaN,47,"19.36952,-99.179421"
732,Tortas Pepe,19.441101,-99.19577,Hot Dog Joint,13058,1,NaN,6,"19.441123,-99.195857"
733,Mundo Shisha,19.441245,-99.19603,Hookah Bar,13012,1,NaN,22,"19.441123,-99.195857"
734,Eclectic Bar,19.426971,-99.168441,Bar,13003,2,NaN,30,"19.4267528,-99.16861944"
735,Taquitos de Birria,19.427156,-99.168642,Taco Restaurant,13306,1,NaN,30,"19.4267528,-99.16861944"
736,Mallorca,19.426783,-99.169089,Restaurant,13065,2,7.9,49,"19.4267528,-99.16861944"
737,Mas natural,19.41297,-99.17169,Restaurant,13065,2,NaN,2,"19.41299,-99.171675"
738,Azul Condesa,19.412793,-99.171536,Mexican Restaurant,13303,3,8.5,10,"19.41299,-99.171675"
739,Puesto de hotchos,19.413107,-99.171875,Hot Dog Joint,13058,1,NaN,12,"19.41299,-99.171675"
740,AM Local,19.413148,-99.171933,Night Club,10032,3,7.3,14,"19.41299,-99.171675"
741,La Xampa,19.413107,-99.171875,Wine Bar,13025,3,8.6,15,"19.41299,-99.171675"
742,Hell's Kitchen la Condesa DF,19.412888,-99.171777,Pizzeria,13064,NaN,NaN,15,"19.41299,-99.171675"
743,Xampaneria,19.412931,-99.171518,Wine Bar,13025,NaN,NaN,17,"19.41299,-99.171675"
744,LOFT Drinkery & Food Station,19.413107,-99.171875,Bar,13003,2,7.0,19,"19.41299,-99.171675"
745,Savú Condesa,19.412942,-99.17196,Lounge,13016,3,6.3,23,"19.41299,-99.171675"
746,The Corner Rock Bar,19.413079,-99.171942,Bar,13003,2,NaN,24,"19.41299,-99.171675"
747,Jochos y hamburguesas,19.413148,-99.171933,Burger Joint,13031,1,NaN,28,"19.41299,-99.171675"
748,Loft,19.413079,-99.171942,Bar,13003,NaN,NaN,29,"19.41299,-99.171675"
749,Articbar,19.412737,-99.171987,Night Club,10032,3,6.1,32,"19.41299,-99.171675"
750,La Nevera,19.412846,-99.172036,Cocktail Bar,13009,3,NaN,37,"19.41299,-99.171675"
751,Hochos Nuevo León,19.413189,-99.171991,Hot Dog Joint,13058,1,NaN,40,"19.41299,-99.171675"
752,Mint,19.412709,-99.171978,Gay Bar,13011,2,NaN,44,"19.41299,-99.171675"
753,Caradura Stage Bar,19.41256,-99.17163,Bar,13003,NaN,NaN,48,"19.41299,-99.171675"
754,El Plaza Condesa,19.413161,-99.172058,Concert Hall,10037,NaN,8.4,54,"19.41299,-99.171675"
755,Xampanierya Condesa,19.41323,-99.172049,Bar,13003,2,NaN,58,"19.41299,-99.171675"
756,La Nuyorquina,19.41323,-99.172049,Cocktail Bar,13009,3,NaN,59,"19.41299,-99.171675"
757,Gino's Pronto,19.427302,-99.166405,Diner,13049,1,NaN,25,"19.427338,-99.16672"
758,Bistrot Mosaico Reforma,19.42733,-99.166338,French Restaurant,13148,3,7.5,28,"19.427338,-99.16672"
759,Urban Spices,19.427109,-99.166874,Bar,13003,NaN,NaN,30,"19.427338,-99.16672"
760,Restaurante City Express,19.427318,-99.166387,Restaurant,13065,2,NaN,35,"19.427338,-99.16672"
761,Touch Karaoke,19.427302,-99.166405,Karaoke Bar,13015,2,NaN,44,"19.427338,-99.16672"
762,Tierra Garat,19.42977,-99.163105,Coffee Shop,13035,1,8.8,30,"19.429453,-99.16283"
763,Las Fuentes,19.429784,-99.169501,Restaurant,13065,NaN,NaN,5,"19.429804,-99.169451"
764,Mo + f,19.429593,-99.169336,Asian Restaurant,13072,2,8.3,9,"19.429804,-99.169451"
765,Bengala,19.429658,-99.169362,Chinese Restaurant,13099,1,NaN,18,"19.429804,-99.169451"
766,Sango Teppanyaki,19.429712,-99.16929,Japanese Restaurant,13263,2,NaN,19,"19.429804,-99.169451"
767,Mauricio's,19.429552,-99.169278,Bar,13003,2,NaN,20,"19.429804,-99.169451"
768,Cici's Roofgarden,19.430007,-99.169404,Beer Garden,13007,1,NaN,23,"19.429804,-99.169451"
769,Le Tachinomi Desu,19.429565,-99.169403,Sake Bar,13020,2,7.7,25,"19.429804,-99.169451"
770,Restaurante Fuji,19.42962,-99.169269,Sushi Restaurant,13276,2,NaN,27,"19.429804,-99.169451"
771,Restaurante Satsuki,19.429565,-99.169403,Restaurant,13065,NaN,NaN,27,"19.429804,-99.169451"
772,Cici's Bar,19.430099,-99.169523,Beer Garden,13007,1,NaN,29,"19.429804,-99.169451"
773,El Rincon de los Borrachos,19.429579,-99.169211,Cocktail Bar,13009,3,NaN,31,"19.429804,-99.169451"
774,TMB,19.429523,-99.169515,Speakeasy,13021,3,NaN,31,"19.429804,-99.169451"
775,Enomoto Coffee,19.429565,-99.169403,Coffee Shop,13035,1,7.2,32,"19.429804,-99.169451"
776,Hiyoko Yakitori Ya,19.42955,-99.169595,Restaurant,13065,NaN,NaN,32,"19.429804,-99.169451"
777,Lazy Susan,19.429555,-99.169628,Chinese Restaurant,13099,1,NaN,33,"19.429804,-99.169451"
778,Hiyoko,19.429603,-99.169665,Japanese Restaurant,13263,3,8.0,34,"19.429804,-99.169451"
779,Ramen Hankki,19.429486,-99.169714,Ramen Restaurant,13272,NaN,8.2,44,"19.429804,-99.169451"
780,Apgujeong Ramen,19.42951,-99.16976,Korean Restaurant,13289,2,NaN,45,"19.429804,-99.169451"
781,The Ramen House Rio Tiber,19.430236,-99.169505,Ramen Restaurant,13272,NaN,NaN,48,"19.429804,-99.169451"
782,Freedom Zona Rosa,19.430128,-99.169139,Restaurant,13065,NaN,NaN,48,"19.429804,-99.169451"
783,Mon Dieu raclettería,19.429482,-99.169604,Comfort Food Restaurant,13134,NaN,8.0,55,"19.429804,-99.169451"
784,The Fantasma Rooftop,19.43837,-99.16563,Tiki Bar,13023,NaN,NaN,35,"19.438197,-99.165918"
785,Tacos Doña Chelo,19.438449,-99.165642,Taco Restaurant,13306,1,NaN,39,"19.438197,-99.165918"
786,Cantina el Golfo de Leon,19.438172,-99.166312,Bar,13003,2,7.2,41,"19.438197,-99.165918"
787,Barbacoa Velazquez d Leon y Pimentel,19.438519,-99.165628,Mexican Restaurant,13303,1,NaN,46,"19.438197,-99.165918"
788,El Golfo de Leon,19.438035,-99.16633,Restaurant,13065,NaN,NaN,46,"19.438197,-99.165918"
789,Grizzly Burgers & Beer,19.43719,-99.161943,Burger Joint,13031,1,8.0,8,"19.437118,-99.161862"
790,Pinches Tacos,19.437017,-99.16188,Taco Restaurant,13306,1,NaN,11,"19.437118,-99.161862"
791,Taquería la Tapatía,19.437001,-99.161845,Taco Restaurant,13306,1,5.9,13,"19.437118,-99.161862"
792,Soluciones Gourmet,19.437204,-99.161751,Café,13034,NaN,NaN,15,"19.437118,-99.161862"
793,"Tacos ""Pancho""",19.437123,-99.161635,Taco Restaurant,13306,1,NaN,22,"19.437118,-99.161862"
794,Cecina & Queso,19.436906,-99.161849,Mexican Restaurant,13303,1,NaN,23,"19.437118,-99.161862"
795,Tacos el Betin,19.437123,-99.161635,Taco Restaurant,13306,1,8.7,24,"19.437118,-99.161862"
796,Savi's Coffee Lounge,19.437425,-99.161532,Diner,13049,1,7.9,37,"19.437118,-99.161862"
797,Loo Laa Exxxquisita Cochinita,19.437519,-99.161721,Mexican Restaurant,13303,1,6.3,46,"19.437118,-99.161862"
798,Restaurante Bar & Cafe la Catedral,19.43494,-99.133769,Beer Garden,13007,1,5.4,4,"19.434962,-99.133729"
799,Xoloitzcuintle,19.435224,-99.133758,Hotel Bar,13013,3,7.0,10,"19.434962,-99.133729"
800,Galeria de la Secretaria de Hacienda y Crédito Público,19.435006,-99.133632,Museum,10027,NaN,7.4,11,"19.434962,-99.133729"
801,Museo de la SHCP,19.434841,-99.133428,Art Museum,10028,NaN,NaN,24,"19.434962,-99.133729"
802,Mexico Viejo,19.434989,-99.134169,Mexican Restaurant,13303,1,5.6,29,"19.434962,-99.133729"
803,La Vikina,19.434773,-99.133437,Bar,13003,2,NaN,31,"19.434962,-99.133729"
804,Terraza Barpack,19.435347,-99.133615,Bar,13003,2,NaN,35,"19.434962,-99.133729"
805,La Cata Restaurant Terraza - Bar,19.43521,-99.133633,Beer Garden,13007,1,8.7,38,"19.434962,-99.133729"
806,"Los Bisquets Obregón, Tacuba",19.434937,-99.133352,Restaurant,13065,NaN,NaN,39,"19.434962,-99.133729"
807,Las Cuñadas,19.370444,-99.181258,Restaurant,13065,2,NaN,38,"19.370615,-99.181606"
808,Rubono's Headquarters,19.384396,-99.171833,Cocktail Bar,13009,3,NaN,9,"19.384447,-99.172039"
809,Embajada Venezolana,19.384396,-99.171833,Lounge,13016,3,NaN,11,"19.384447,-99.172039"
810,Burger King,19.38463,-99.172339,Burger Joint,13031,1,6.6,37,"19.384447,-99.172039"
811,Las Alitas Legarreta,19.36981,-99.172367,Wings Joint,13388,1,NaN,21,"19.369823,-99.172164"
812,Los Varelianos,19.369869,-99.171835,Taco Restaurant,13306,1,NaN,35,"19.369823,-99.172164"
813,Lindo Michoacan villa de cortes,19.369554,-99.171813,Taco Restaurant,13306,NaN,NaN,47,"19.369823,-99.172164"
814,Restaurante Parroquia,19.36995,-99.172268,Mexican Restaurant,13303,1,6.3,59,"19.369823,-99.172164"
815,Hamburguesas vikingos,19.369856,-99.17171,Burger Joint,13031,1,5.5,69,"19.369823,-99.172164"
816,Quesadillas y Gorditas Doña Mary,19.370259,-99.173557,Mexican Restaurant,13303,1,NaN,30,"19.370221,-99.173862"
817,Barbacoa parroquia,19.370246,-99.173432,Mexican Restaurant,13303,1,7.1,46,"19.370221,-99.173862"
818,"Tacos Fonda Argentina, Parroquía",19.370246,-99.173432,Argentinian Restaurant,13070,4,NaN,72,"19.370221,-99.173862"
819,Puerto Nachero,19.363227,-99.158586,Pub,13018,1,7.1,26,"19.363049,-99.158436"
820,Domino's Pizza,19.362667,-99.158216,Pizzeria,13064,NaN,NaN,48,"19.363049,-99.158436"
821,Comedor Tentempié,19.380304,-99.164327,Deli,13039,1,NaN,21,"19.380087,-99.16427"
822,Antojitos Doña Tere,19.380139,-99.164538,Taco Restaurant,13306,1,NaN,28,"19.380087,-99.16427"
823,Paella del Valle,19.380261,-99.164586,Paella Restaurant,13346,3,NaN,37,"19.380087,-99.16427"
824,La Escondida,19.361478,-99.162505,Gastropub,13057,3,NaN,28,"19.361245,-99.16239"
825,"La Destileria, Polanco",19.438417,-99.207589,Caribbean Restaurant,13097,NaN,NaN,22,"19.438616,-99.207577"
826,Subway,19.438391,-99.207339,Deli,13039,NaN,NaN,35,"19.438616,-99.207577"
827,Meleé,19.438391,-99.207339,Italian Restaurant,13236,NaN,NaN,35,"19.438616,-99.207577"
828,Tacos del Bancomer,19.439047,-99.207634,Taco Restaurant,13306,1,NaN,41,"19.438616,-99.207577"
829,Tacos de Birria,19.438862,-99.20795,Taco Restaurant,13306,1,NaN,47,"19.438616,-99.207577"
830,Restaurante Cedrón,19.416738,-99.175327,Mediterranean Restaurant,13302,2,8.1,12,"19.41689,-99.17562"
831,La Payuca,19.41682,-99.175443,Argentinian Restaurant,13070,NaN,NaN,20,"19.41689,-99.17562"
832,Maikai Poke,19.416518,-99.175546,Hawaiian Restaurant,13192,NaN,7.2,21,"19.41689,-99.17562"
833,Museo Caracol,19.417037,-99.175858,History Museum,10030,NaN,NaN,25,"19.41689,-99.17562"
834,HDP Hamburguesa del Poeta,19.417139,-99.175389,Burger Joint,13031,1,NaN,32,"19.41689,-99.17562"
835,Bulla,19.417168,-99.175473,Beer Garden,13007,1,8.8,34,"19.41689,-99.17562"
836,Postales de Café,19.416518,-99.175546,Coffee Shop,13035,1,8.3,37,"19.41689,-99.17562"
837,La Mina y el Pibe,19.417169,-99.175382,Argentinian Restaurant,13070,2,NaN,39,"19.41689,-99.17562"
838,Mazatlan,19.416518,-99.175546,Seafood Restaurant,13338,NaN,NaN,42,"19.41689,-99.17562"
839,La Mexa. Mexican Mixology,19.436892,-99.13972,Bar,13003,2,NaN,42,"19.436522,-99.139811"
840,El Cardenal Tacuba y Marconi,19.436163,-99.139959,Restaurant,13065,2,NaN,42,"19.436522,-99.139811"
841,Escribanos,19.436146,-99.140051,Bistro,13027,NaN,NaN,48,"19.436522,-99.139811"
842,Arte en Construcción,19.436516,-99.139416,Art Museum,10028,NaN,NaN,55,"19.436522,-99.139811"
843,Museo Nacional de Arte (Museo Nacional de Arte (MUNAL)),19.436255,-99.139577,Art Museum,10028,1,9.5,60,"19.436522,-99.139811"
844,McDonald's,19.431578,-99.158099,Burger Joint,13031,1,6.1,47,"19.43163,-99.158547"
845,El Cardenal,19.433723,-99.135349,Mexican Restaurant,13303,3,9.2,12,"19.433757,-99.135331"
846,Comedor Familiar,19.433724,-99.135032,Diner,13049,1,NaN,15,"19.433757,-99.135331"
847,Pizza Hut,19.433724,-99.135032,Pizzeria,13064,1,5.5,19,"19.433757,-99.135331"
848,Ichiban House Sushi Sucursal la Palma,19.433724,-99.135032,Sushi Restaurant,13276,2,NaN,28,"19.433757,-99.135331"
849,El Patriarca Taqueria,19.433687,-99.135069,Taco Restaurant,13306,1,NaN,28,"19.433757,-99.135331"
850,El Espolon centro de la ciudad de mexico area 1,19.433724,-99.135032,Restaurant,13065,NaN,NaN,31,"19.433757,-99.135331"
851,Pata Negra Centro Histórico,19.434024,-99.135562,Lounge,13016,NaN,NaN,38,"19.433757,-99.135331"
852,Pata Negra,19.43411,-99.135446,Bar,13003,2,NaN,41,"19.433757,-99.135331"
853,El Cardenal,19.433478,-99.135001,Mexican Restaurant,13303,NaN,NaN,46,"19.433757,-99.135331"
854,Pata Negra,19.434135,-99.135572,Bar,13003,2,7.9,49,"19.433757,-99.135331"
855,Jugos Canada,19.434037,-99.135687,Sandwich Restaurant,13334,1,6.8,51,"19.433757,-99.135331"
856,Los Vegetarianos,19.433516,-99.135692,Mexican Restaurant,13303,2,6.6,54,"19.433757,-99.135331"
857,Marisqueria las Palmas,19.433462,-99.135509,Seafood Restaurant,13338,3,5.7,54,"19.433757,-99.135331"
858,Mercaderes,19.433958,-99.134938,Restaurant,13065,3,8.9,58,"19.433757,-99.135331"
859,Los Chilangos Tacos Tortas & Quesadillas,19.434037,-99.135687,Fast Food Restaurant,13145,1,5.9,58,"19.433757,-99.135331"
860,Las Tortulias de Madero,19.433516,-99.135692,Botanero,13304,NaN,6.2,59,"19.433757,-99.135331"
861,Bertico Cafe,19.433478,-99.135001,Coffee Shop,13035,1,5.9,245,"19.433757,-99.135331"
862,Asadero Condesa,19.433723,-99.135349,Steakhouse,13383,4,NaN,4714,"19.433757,-99.135331"
863,Burgerfi Condesa,19.413101,-99.166872,Burger Joint,13031,1,7.0,2,"19.412982,-99.166936"
864,Tacos los Parados,19.413074,-99.166939,Taco Restaurant,13306,1,NaN,8,"19.412982,-99.166936"
865,Sonora 205,19.413101,-99.166872,Burger Joint,13031,1,NaN,12,"19.412982,-99.166936"
866,Day Light Salads,19.413074,-99.166939,Vegan and Vegetarian Restaurant,13377,1,6.8,16,"19.412982,-99.166936"
867,Tortas del Sixtie's,19.413074,-99.166939,Mexican Restaurant,13303,1,NaN,16,"19.412982,-99.166936"
868,El Fogoncito,19.412636,-99.166743,Taco Restaurant,13306,1,6.5,21,"19.412982,-99.166936"
869,Tortas al Fuego,19.412703,-99.167051,Fast Food Restaurant,13145,1,8.3,22,"19.412982,-99.166936"
870,Burgerfi,19.412703,-99.167051,Burger Joint,13031,1,NaN,25,"19.412982,-99.166936"
871,SurSur Cocina Tradicional,19.412649,-99.166868,Restaurant,13065,2,NaN,25,"19.412982,-99.166936"
872,Healthy Food,19.412935,-99.167198,Salad Restaurant,13332,1,NaN,27,"19.412982,-99.166936"
873,Comida Tradicional Española,19.412635,-99.16706,Restaurant,13065,2,NaN,29,"19.412982,-99.166936"
874,Las Hamburguesas del Fer,19.412636,-99.166743,Burger Joint,13031,1,NaN,30,"19.412982,-99.166936"
875,Ensaladas,19.413006,-99.166631,Salad Restaurant,13332,1,NaN,32,"19.412982,-99.166936"
876,Sixtie's,19.413006,-99.166631,Fast Food Restaurant,13145,NaN,NaN,32,"19.412982,-99.166936"
877,Sanchez Garcia Maria Elena,19.412703,-99.167051,Restaurant,13065,NaN,NaN,33,"19.412982,-99.166936"
878,Garage,19.41267,-99.16685,Pizzeria,13064,1,NaN,35,"19.412982,-99.166936"
879,Alaska Killer,19.412636,-99.166743,Bar,13003,2,NaN,35,"19.412982,-99.166936"
880,Ponte Trucha,19.412636,-99.166743,Seafood Restaurant,13338,3,7.4,40,"19.412982,-99.166936"
881,Mariscos Sonora,19.412622,-99.16685,Seafood Restaurant,13338,3,NaN,41,"19.412982,-99.166936"
882,Marquiño's,19.412662,-99.166993,Speakeasy,13021,3,NaN,42,"19.412982,-99.166936"
883,Sixties Burger,19.412993,-99.166506,Bar,13003,2,6.7,58,"19.412982,-99.166936"
884,Club 60's Sixties Bar & Rock,19.412993,-99.166506,Bar,13003,2,7.5,59,"19.412982,-99.166936"
885,Tortas y Tacos de Plaza Insurgentes,19.412993,-99.166506,Taco Restaurant,13306,1,NaN,66,"19.412982,-99.166936"
886,Subway,19.412993,-99.166506,Deli,13039,1,5.7,978,"19.412982,-99.166936"
887,Los Tacos Parados,19.413074,-99.166939,Beer Garden,13007,1,NaN,1605622,"19.412982,-99.166936"
888,Soma Bar,19.41689,-99.165552,Lounge,13016,3,NaN,5,"19.417102,-99.165607"
889,La Nueva Condesa,19.41689,-99.165552,Bar,13003,2,5.3,6,"19.417102,-99.165607"
890,BP Black,19.41689,-99.165552,Cocktail Bar,13009,3,NaN,7,"19.417102,-99.165607"
891,La Caverna B & F,19.41689,-99.165552,Bar,13003,2,NaN,12,"19.417102,-99.165607"
892,Roling,19.417355,-99.165681,Dive Bar,13010,1,NaN,16,"19.417102,-99.165607"
893,La Caverna B&F,19.416849,-99.165494,Karaoke Bar,13015,2,NaN,17,"19.417102,-99.165607"
894,Puesto de Fruta,19.416945,-99.165418,Salad Restaurant,13332,1,NaN,18,"19.417102,-99.165607"
895,Pomelo Smoothies,19.416862,-99.165619,Vegan and Vegetarian Restaurant,13377,2,NaN,22,"19.417102,-99.165607"
896,Tlecan,19.416919,-99.165486,Bar,13003,2,8.6,23,"19.417102,-99.165607"
897,Cocina Medellin,19.416903,-99.165677,Restaurant,13065,2,NaN,24,"19.417102,-99.165607"
898,Ramen Bar V Ramen,19.41689,-99.165552,Ramen Restaurant,13272,NaN,6.6,26,"19.417102,-99.165607"
899,La Facultad Bar Roma,19.416945,-99.165418,Cocktail Bar,13009,NaN,NaN,26,"19.417102,-99.165607"
900,Local 1,19.416925,-99.16543,Wine Bar,13025,2,7.7,27,"19.417102,-99.165607"
901,La Baja Tacos,19.416793,-99.165628,Taco Restaurant,13306,1,7.1,27,"19.417102,-99.165607"
902,Mexicanito Social Club,19.416834,-99.165686,Mexican Restaurant,13303,1,NaN,30,"19.417102,-99.165607"
903,Puesto de masa azul,19.417424,-99.165672,Mexican Restaurant,13303,1,NaN,30,"19.417102,-99.165607"
904,G & G Comida Urbana,19.416792,-99.165945,Restaurant,13065,2,7.1,31,"19.417102,-99.165607"
905,Tacos el Mexicanito,19.416792,-99.165945,Taco Restaurant,13306,1,7.1,32,"19.417102,-99.165607"
906,Tacos Valladolid y Oaxaca,19.417396,-99.165739,Taco Restaurant,13306,1,NaN,33,"19.417102,-99.165607"
907,El Takoketo,19.416792,-99.165945,Taco Restaurant,13306,1,7.0,35,"19.417102,-99.165607"
908,La Pizzeria Argentina,19.41696,-99.165226,Argentinian Restaurant,13070,2,NaN,44,"19.417102,-99.165607"
909,Parrilladas Bariloche,19.41696,-99.165226,BBQ Joint,13026,2,NaN,46,"19.417102,-99.165607"
910,El Mexicanito,19.417011,-99.166043,Mexican Restaurant,13303,NaN,NaN,46,"19.417102,-99.165607"
911,Go go biskkit!,19.416836,-99.165369,Bar,13003,2,NaN,47,"19.417102,-99.165607"
912,La Meztiza,19.416891,-99.165235,Pub,13018,1,NaN,55,"19.417102,-99.165607"
913,La Vida en Verde,19.420646,-99.168544,Coffee Shop,13035,1,7.6,24,"19.420627,-99.16821"
914,Desayunando Con la Tía,19.420687,-99.168602,Gastropub,13057,3,NaN,25,"19.420627,-99.16821"
915,Adela's Bar,19.420659,-99.168669,Speakeasy,13021,3,NaN,31,"19.420627,-99.16821"
916,Regina's Winehouse,19.420714,-99.168535,Wine Bar,13025,2,NaN,32,"19.420627,-99.16821"
917,Fundacion Carlos Slim,19.420319,-99.16808,Museum,10027,NaN,NaN,50,"19.420627,-99.16821"
918,La Bomba Condesa,19.408572,-99.169961,Taco Restaurant,13306,1,NaN,13,"19.4086886,-99.169938"
919,Pizzeliers,19.408744,-99.169722,Pizzeria,13064,1,NaN,27,"19.4086886,-99.169938"
920,Bonjour,19.408429,-99.1697,Fast Food Restaurant,13145,NaN,NaN,34,"19.4086886,-99.169938"
921,Mr. Tofu,19.407789,-99.168898,Deli,13039,1,NaN,12,"19.407927,-99.168734"
922,Patio Condesa,19.407748,-99.168698,Lounge,13016,3,NaN,20,"19.407927,-99.168734"
923,In Salad,19.407706,-99.169098,Salad Restaurant,13332,1,NaN,35,"19.407927,-99.168734"
924,La Artesa,19.407285,-99.174347,Bakery,13002,1,7.5,12,"19.407479,-99.174403"
925,"Peltre Lonchería, Condesa",19.407819,-99.174467,Café,13034,2,7.8,18,"19.407479,-99.174403"
926,Lonchería Cristy,19.407352,-99.174655,Mexican Restaurant,13303,1,NaN,22,"19.407479,-99.174403"
927,Monumento Alfonso Reyes,19.407832,-99.174592,Gastropub,13057,3,NaN,25,"19.407479,-99.174403"
928,La Chingada Condesa Cantina,19.407352,-99.174655,Bar,13003,NaN,NaN,29,"19.407479,-99.174403"
929,Peltre,19.407778,-99.174409,Restaurant,13065,NaN,NaN,33,"19.407479,-99.174403"
930,Taqueria Kaliman,19.407832,-99.174592,Taco Restaurant,13306,1,NaN,39,"19.407479,-99.174403"
931,Mosto,19.407752,-99.174159,Cocktail Bar,13009,3,NaN,43,"19.407479,-99.174403"
932,Volador Café,19.411369,-99.171216,Café,13034,1,7.6,19,"19.411361,-99.171271"
933,Esquites,19.411438,-99.171207,Mexican Restaurant,13303,1,8.7,20,"19.411361,-99.171271"
934,El Güero,19.411712,-99.171171,Taco Restaurant,13306,1,6.9,29,"19.411361,-99.171271"
935,Taquería Hola,19.411422,-99.171715,Taco Restaurant,13306,NaN,NaN,47,"19.411361,-99.171271"
936,La Vid Argentina,19.406678,-99.17221,Argentinian Restaurant,13070,2,7.7,19,"19.40655,-99.172275"
937,Las Chalupitas,19.406293,-99.172514,Mexican Restaurant,13303,2,8.4,21,"19.40655,-99.172275"
938,La Vid Argentina Condesa,19.406746,-99.172201,Argentinian Restaurant,13070,NaN,NaN,23,"19.40655,-99.172275"
939,El Califa,19.406293,-99.172514,Taco Restaurant,13306,2,8.7,38,"19.40655,-99.172275"
940,Las Memorables,19.406924,-99.172241,Burger Joint,13031,NaN,NaN,41,"19.40655,-99.172275"
941,El Congal del Cazador,19.406965,-99.172299,Lounge,13016,3,NaN,56,"19.40655,-99.172275"
942,Tortas la Hidalguense,19.436703,-99.133944,Sandwich Restaurant,13334,1,NaN,16,"19.436931,-99.133952"
943,Roof Top Bar,19.437043,-99.134058,Bar,13003,2,NaN,16,"19.436931,-99.133952"
944,"Antojitos ""DOÑA MARY""",19.436621,-99.133828,Restaurant,13065,2,NaN,45,"19.436931,-99.133952"
945,Cantina la Valenciana,19.436663,-99.133569,Restaurant,13065,NaN,NaN,49,"19.436931,-99.133952"
946,Conos Guiot,19.419492,-99.176021,Fried Chicken Joint,13055,1,NaN,23,"19.41966,-99.17588"
947,Don Uruguayo,19.419706,-99.175565,BBQ Joint,13026,2,6.9,33,"19.41966,-99.17588"
948,Parrilla México Uruguay,19.419615,-99.175584,Latin American Restaurant,13297,2,NaN,36,"19.41966,-99.17588"
949,Blend Poptails headquarters,19.41945,-99.175669,Speakeasy,13021,3,NaN,45,"19.41966,-99.17588"
950,Brooklyn Urban Food & Drink,19.365164,-99.162593,Restaurant,13065,2,NaN,48,"19.364912,-99.162968"
951,La Casita del Cafe,19.365072,-99.162903,Café,13034,1,7.2,232,"19.364912,-99.162968"
952,El Hambre Lobo,19.438163,-99.152059,Mexican Restaurant,13303,1,NaN,7,"19.438228,-99.152269"
953,Burguer & Beer,19.438394,-99.152599,Fast Food Restaurant,13145,NaN,NaN,39,"19.438228,-99.152269"
954,Museo Nacional de San Carlos,19.438225,-99.151914,Museum,10027,1,8.9,43,"19.438228,-99.152269"
955,Burritas del Che Jaime,19.438602,-99.152374,Mexican Restaurant,13303,1,NaN,43,"19.438228,-99.152269"
956,Toks,19.433472,-99.154953,Restaurant,13065,2,NaN,20,"19.433431,-99.155142"
957,Carl's Jr.,19.433133,-99.155443,Fast Food Restaurant,13145,1,8.1,31,"19.433431,-99.155142"
958,"Panda Express, Reforma",19.433669,-99.154929,Chinese Restaurant,13099,1,6.8,35,"19.433431,-99.155142"
959,Panda Express Reforma 77,19.433176,-99.154867,Asian Restaurant,13072,NaN,NaN,40,"19.433431,-99.155142"
960,Toks,19.433278,-99.154704,Restaurant,13065,2,NaN,48,"19.433431,-99.155142"
961,Carl's Junior,19.433133,-99.155443,Burger Joint,13031,1,NaN,60,"19.433431,-99.155142"
962,La Diabla,19.436973,-99.153788,Wings Joint,13388,1,NaN,24,"19.436764,-99.153865"
963,La Diabla Snacks & Beers,19.436985,-99.153786,Beer Bar,13006,NaN,NaN,25,"19.436764,-99.153865"
964,Zesta Punta,19.436992,-99.15348,Restaurant,13065,2,7.6,29,"19.436764,-99.153865"
965,Lucky - Café Restaurant,19.4401,-99.156196,Chinese Restaurant,13099,1,5.8,13,"19.44021597,-99.1561678"
966,El Pancho,19.44015,-99.15591,Burger Joint,13031,1,NaN,28,"19.44021597,-99.1561678"
967,Restaurant y Café Jumbo,19.440062,-99.156407,Chinese Restaurant,13099,1,NaN,30,"19.44021597,-99.1561678"
968,Vips,19.439831,-99.156339,Restaurant,13065,1,5.5,39,"19.44021597,-99.1561678"
969,Cecina de Yecapixtla,19.440188,-99.156576,BBQ Joint,13026,2,NaN,42,"19.44021597,-99.1561678"
970,Toks,19.440299,-99.155834,Restaurant,13065,2,7.1,46,"19.44021597,-99.1561678"
971,El Califa de Leon,19.440502,-99.156441,Taco Restaurant,13306,1,7.2,489,"19.44021597,-99.1561678"
972,Tacos de Birria y Cabeza,19.429693,-99.145569,Taco Restaurant,13306,1,NaN,32,"19.429947,-99.14591"
973,Barbacoa Vianey,19.429926,-99.145475,Taco Restaurant,13306,1,6.6,54,"19.429947,-99.14591"
