,POI_name,latitude,longitude,category_name,category_id,price,rating,distance,bike_ll
1224,Comida Arabe,19.370699,-99.176162,Falafel Restaurant,13144,1,NaN,32,"19.37099,-99.176135"
1225,Bourricot,19.3707,-99.175869,Burrito Restaurant,13305,1,NaN,42,"19.37099,-99.176135"
1226,Cemitas Chuy la Poblanita,19.364308,-99.174463,Restaurant,13065,2,NaN,48,"19.36473,-99.174447"
1227,Domino's Pizza,19.385995,-99.160289,Pizzeria,13064,1,5.8,24,"19.386212,-99.160583"
1228,Las Quecas del Soriana,19.386225,-99.160829,Taco Restaurant,13306,1,NaN,38,"19.386212,-99.160583"
1229,Hanami,19.372993,-99.184344,Sushi Restaurant,13276,2,NaN,22,"19.373198,-99.184274"
1230,Deli Porto Café,19.372896,-99.18442,Salad Restaurant,13332,1,NaN,29,"19.373198,-99.184274"
1231,Paradeiro,19.372993,-99.184344,Diner,13049,1,NaN,33,"19.373198,-99.184274"
1232,Restaurante Dolce Hogare,19.372924,-99.184353,Eastern European Restaurant,13139,2,NaN,39,"19.373198,-99.184274"
1233,Sushi Arcos,19.372828,-99.184429,Sushi Restaurant,13276,2,NaN,56,"19.373198,-99.184274"
1234,John Jacob,19.424729,-99.172,Lounge,13016,3,NaN,22,"19.424784,-99.172119"
1235,Diana Restaurant,19.425133,-99.172019,Restaurant,13065,2,8.2,40,"19.424784,-99.172119"
1236,Pizza Plaza,19.376977,-99.158669,Pizzeria,13064,1,8.2,11,"19.376997,-99.158779"
1237,Yoma's Hot Spot,19.376833,-99.158766,Bar,13003,2,NaN,28,"19.376997,-99.158779"
1238,Piza n' Love,19.376947,-99.15847,Speakeasy,13021,3,NaN,32,"19.376997,-99.158779"
1239,Bakkhos,19.377239,-99.159056,Lounge,13016,3,NaN,39,"19.376997,-99.158779"
1240,Amaranto,19.377369,-99.158569,Restaurant,13065,NaN,NaN,46,"19.376997,-99.158779"
1241,Las Quesadillas,19.372612,-99.171653,Taco Restaurant,13306,1,NaN,15,"19.372474,-99.171639"
1242,"Comedor del CMN ""20 de Noviembre""",19.372199,-99.171405,Restaurant,13065,2,NaN,39,"19.372474,-99.171639"
1243,Aladino's Tortas Gigantes,19.37238,-99.171253,Burger Joint,13031,1,NaN,58,"19.372474,-99.171639"
1244,Caffe Gourmet,19.437467,-99.154685,Restaurant,13065,2,NaN,10,"19.437569,-99.15468"
1245,Fonda Iraní,19.437467,-99.154685,Middle Eastern Restaurant,13309,2,NaN,16,"19.437569,-99.15468"
1246,Hamburguesas Chingonas,19.437276,-99.15452,Burger Joint,13031,1,NaN,26,"19.437569,-99.15468"
1247,La nueva Jauja,19.437592,-99.154225,Restaurant,13065,2,8.1,36,"19.437569,-99.15468"
1248,Pancita Edison,19.437547,-99.155118,Mexican Restaurant,13303,1,NaN,56,"19.437569,-99.15468"
1249,Las Delicias de Mamá,19.437592,-99.154225,Buffet,13030,NaN,NaN,62,"19.437569,-99.15468"
1250,Taqueria los de Lechón,19.433153,-99.144101,Taco Restaurant,13306,1,NaN,5,"19.433344,-99.14404"
1251,Pizza Independencia,19.433373,-99.143882,Pizzeria,13064,1,NaN,6,"19.433344,-99.14404"
1252,Entre Tintos,19.433371,-99.144161,Wine Bar,13025,2,NaN,13,"19.433344,-99.14404"
1253,Coctelería Barra Independencia,19.433153,-99.144101,Bar,13003,2,NaN,14,"19.433344,-99.14404"
1254,Mercado Independencia,19.433166,-99.144226,Restaurant,13065,2,7.8,19,"19.433344,-99.14404"
1255,La parrillita,19.433153,-99.144101,Steakhouse,13383,4,NaN,19,"19.433344,-99.14404"
1256,La Reserva de la Casa,19.433166,-99.144226,Cocktail Bar,13009,3,NaN,19,"19.433344,-99.14404"
1257,La Barra del Patrón,19.43344,-99.14419,Bar,13003,2,7.6,20,"19.433344,-99.14404"
1258,Cochinita Chonchi,19.433534,-99.144051,Mexican Restaurant,13303,1,NaN,21,"19.433344,-99.14404"
1259,Antoje,19.433399,-99.144132,Burger Joint,13031,1,6.3,22,"19.433344,-99.14404"
1260,La Botica del Té,19.433166,-99.144226,Tea Room,13036,2,8.5,24,"19.433344,-99.14404"
1261,Burritos México,19.433457,-99.144239,Burrito Restaurant,13305,1,NaN,24,"19.433344,-99.14404"
1262,Vegan Mexican Food,19.433213,-99.144239,Vegan and Vegetarian Restaurant,13377,2,NaN,25,"19.433344,-99.14404"
1263,AZTLAN Flautería,19.433197,-99.144233,Taco Restaurant,13306,1,NaN,25,"19.433344,-99.14404"
1264,La Horneria Centro,19.433125,-99.144168,Restaurant,13065,2,NaN,27,"19.433344,-99.14404"
1265,Kome Kome,19.433125,-99.144168,Japanese Restaurant,13263,2,5.9,30,"19.433344,-99.14404"
1266,Chop Ramen,19.433191,-99.144284,Ramen Restaurant,13272,NaN,NaN,30,"19.433344,-99.14404"
1267,Oli by Vicente Torres,19.433192,-99.144476,Tapas Restaurant,13347,3,NaN,31,"19.433344,-99.14404"
1268,Gnochi Gnochi,19.43296,-99.144253,Italian Restaurant,13236,2,NaN,31,"19.433344,-99.14404"
1269,A Fiori Girasoli,19.433192,-99.144476,Restaurant,13065,2,NaN,33,"19.433344,-99.14404"
1270,Bak,19.433074,-99.144175,Mexican Restaurant,13303,1,NaN,33,"19.433344,-99.14404"
1271,Miel y Sal Mercado Independencia,19.433161,-99.144312,Deli,13039,1,NaN,35,"19.433344,-99.14404"
1272,El Mayoral,19.433692,-99.144021,BBQ Joint,13026,2,NaN,38,"19.433344,-99.14404"
1273,Taqueria el Rincón,19.433387,-99.143691,Mexican Restaurant,13303,1,6.9,40,"19.433344,-99.14404"
1274,El Tacolito,19.43303,-99.143927,Taco Restaurant,13306,1,NaN,40,"19.433344,-99.14404"
1275,Gastronomica SAN JUAN Independencia,19.433447,-99.14442,Fast Food Restaurant,13145,3,NaN,41,"19.433344,-99.14404"
1276,El Rinconcito,19.432964,-99.143898,Comfort Food Restaurant,13134,NaN,NaN,44,"19.433344,-99.14404"
1277,"El Tigre, Pozolería",19.433192,-99.144476,Mexican Restaurant,13303,1,7.4,46,"19.433344,-99.14404"
1278,San Jocho,19.416681,-99.156649,Hot Dog Joint,13058,1,7.2,10,"19.416596,-99.156879"
1279,San Taco,19.416681,-99.156649,Brewery,13029,2,8.2,13,"19.416596,-99.156879"
1280,La Rostisse rie,19.416369,-99.156705,Mexican Restaurant,13303,1,NaN,31,"19.416596,-99.156879"
1281,Saboor,19.416544,-99.156667,Restaurant,13065,2,NaN,37,"19.416596,-99.156879"
1282,Vegan Flor de Loto,19.416957,-99.156766,Vegan and Vegetarian Restaurant,13377,2,NaN,41,"19.416596,-99.156879"
1283,Roof Zacatecas,19.416476,-99.15733,Pub,13018,1,NaN,49,"19.416596,-99.156879"
1284,Desayunos Reforma,19.435066,-99.1501,Comfort Food Restaurant,13134,NaN,NaN,45,"19.43542,-99.150317"
1285,Partybus,19.435167,-99.150678,Dive Bar,13010,1,NaN,56,"19.43542,-99.150317"
1286,Hanky Panky Cocktail Bar,19.426731,-99.155712,Bar,13003,NaN,NaN,19,"19.426785,-99.155535"
1287,Fonda Turin,19.426884,-99.155741,Mexican Restaurant,13303,1,NaN,24,"19.426785,-99.155535"
1288,Hanky Panky,19.427031,-99.155678,Speakeasy,13021,3,8.5,31,"19.426785,-99.155535"
1289,Tlayudas,19.426966,-99.155791,Mexican Restaurant,13303,1,7.2,33,"19.426785,-99.155535"
1290,Taqueria el Torito,19.42685,-99.155164,Taco Restaurant,13306,1,6.5,39,"19.426785,-99.155535"
1291,El Salón,19.427194,-99.155701,Bar,13003,2,NaN,48,"19.426785,-99.155535"
1292,Fonda,19.426952,-99.155978,Mexican Restaurant,13303,1,NaN,49,"19.426785,-99.155535"
1293,Atomic Wings,19.4265,-99.155172,Wings Joint,13388,1,6.4,59,"19.426785,-99.155535"
1294,Buhoos,19.4265,-99.155172,Bar,13003,2,NaN,63,"19.426785,-99.155535"
1295,Carl's Jr.,19.436941,-99.179423,Fast Food Restaurant,13145,1,7.3,41,"19.43726,-99.179624"
1296,Sandwich de Pemex,19.437014,-99.179228,Fast Food Restaurant,13145,1,NaN,49,"19.43726,-99.179624"
1297,Mona Lisa,19.436986,-99.158359,French Restaurant,13148,3,NaN,5,"19.437128,-99.158363"
1298,Mona Lisa,19.437095,-99.158408,Restaurant,13065,2,NaN,6,"19.437128,-99.158363"
1299,Laboratorio Gastronomico Uvm,19.436945,-99.158301,Restaurant,13065,2,NaN,10,"19.437128,-99.158363"
1300,Fanegas,19.437095,-99.158408,Sandwich Restaurant,13334,1,NaN,13,"19.437128,-99.158363"
1301,La Bodeguita del Mar,19.437095,-99.158408,Seafood Restaurant,13338,3,7.5,14,"19.437128,-99.158363"
1302,Zevichin,19.437438,-99.158363,Seafood Restaurant,13338,3,NaN,16,"19.437128,-99.158363"
1303,Presley's,19.437016,-99.158256,Burger Joint,13031,1,NaN,16,"19.437128,-99.158363"
1304,Sakura,19.436904,-99.158243,Sushi Restaurant,13276,2,NaN,25,"19.437128,-99.158363"
1305,Sandwiches las Miniñas,19.437343,-99.158122,Sandwich Restaurant,13334,1,NaN,26,"19.437128,-99.158363"
1306,The Alamo,19.436884,-99.158287,Mexican Restaurant,13303,1,NaN,28,"19.437128,-99.158363"
1307,Friends Restaurant,19.43702,-99.158121,Bistro,13027,NaN,NaN,28,"19.437128,-99.158363"
1308,La Mezcaleria,19.437091,-99.158083,Speakeasy,13021,3,NaN,29,"19.437128,-99.158363"
1309,Bashi Sushi,19.437274,-99.158131,Japanese Restaurant,13263,2,7.1,30,"19.437128,-99.158363"
1310,El Halcón de San Rafael,19.436945,-99.158301,Burger Joint,13031,1,NaN,30,"19.437128,-99.158363"
1311,Pit Burger,19.437274,-99.158131,Burger Joint,13031,1,NaN,31,"19.437128,-99.158363"
1312,Oh la la,19.436874,-99.15824,French Restaurant,13148,3,NaN,31,"19.437128,-99.158363"
1313,Magic Kitchen,19.436904,-99.158243,Restaurant,13065,2,NaN,33,"19.437128,-99.158363"
1314,Holly Taste,19.436945,-99.158301,Theme Restaurant,13354,NaN,NaN,33,"19.437128,-99.158363"
1315,Casa de la Cultura Postal,19.437436,-99.158381,Museum,10027,NaN,NaN,34,"19.437128,-99.158363"
1316,Hamburguesas UVM San Rafael,19.437042,-99.157908,Burger Joint,13031,1,NaN,34,"19.437128,-99.158363"
1317,La Piazzeta,19.436917,-99.158368,Italian Restaurant,13236,2,NaN,38,"19.437128,-99.158363"
1318,Dissendium,19.436701,-99.15837,Theme Restaurant,13354,NaN,NaN,47,"19.437128,-99.158363"
1319,Taco Naco,19.378525,-99.177233,Taco Restaurant,13306,1,6.6,45,"19.378827,-99.176944"
1320,Los Tacos de Birria,19.381675,-99.176626,Taco Restaurant,13306,1,NaN,5,"19.381714,-99.176664"
1321,Fatburger,19.381639,-99.17645,Burger Joint,13031,1,NaN,16,"19.381714,-99.176664"
1322,Super Tacos Cabañas,19.381607,-99.176805,Taco Restaurant,13306,1,NaN,18,"19.381714,-99.176664"
1323,Comedor IFT-sede,19.381885,-99.176462,Diner,13049,1,NaN,28,"19.381714,-99.176664"
1324,A Comer Con la Chata,19.381977,-99.176923,Restaurant,13065,2,NaN,39,"19.381714,-99.176664"
1325,Yamva,19.381865,-99.176851,American Restaurant,13068,2,NaN,42,"19.381714,-99.176664"
1326,The Fat Burger,19.381378,-99.176347,Burger Joint,13031,1,NaN,49,"19.381714,-99.176664"
1327,Italiano,19.373224,-99.178431,Italian Restaurant,13236,2,NaN,20,"19.373161,-99.178243"
1328,Cafe 191,19.37306,-99.177854,Comfort Food Restaurant,13134,NaN,NaN,42,"19.373161,-99.178243"
1329,El Rincón del Barrio,19.372871,-99.177901,Coffee Shop,13035,1,7.3,45,"19.373161,-99.178243"
1330,Los Tacos de Canasta del Güero,19.374365,-99.180872,Taco Restaurant,13306,1,8.4,15,"19.374267,-99.180546"
1331,Tortas alex,19.374129,-99.180731,Sandwich Restaurant,13334,1,NaN,24,"19.374267,-99.180546"
1332,Taquerias la Negrita,19.374355,-99.180113,Taco Restaurant,13306,1,NaN,35,"19.374267,-99.180546"
1333,Gale Tacos,19.373937,-99.180461,Taco Restaurant,13306,1,NaN,37,"19.374267,-99.180546"
1334,Beryl - Cocina Casual,19.373961,-99.180326,Fast Food Restaurant,13145,2,NaN,61,"19.374267,-99.180546"
1335,La Esquina Argentina,19.37431,-99.181006,Argentinian Restaurant,13070,2,6.6,75,"19.374267,-99.180546"
1336,Ruso's Pub,19.37947,-99.181299,Bar,13003,2,NaN,14,"19.379593,-99.181351"
1337,Palikari,19.379463,-99.181698,Greek Restaurant,13177,2,NaN,39,"19.379593,-99.181351"
1338,Locos Por las Milanesas,19.379799,-99.181694,Restaurant,13065,2,7.0,42,"19.379593,-99.181351"
1339,El Defeñito Tacos,19.379313,-99.18168,Mexican Restaurant,13303,1,NaN,46,"19.379593,-99.181351"
1340,Petra's Taco,19.379954,-99.18147,Taco Restaurant,13306,1,8.5,53,"19.379593,-99.181351"
1341,Las Quecas de San Lorenzo,19.373009,-99.16683,Taco Restaurant,13306,1,NaN,19,"19.373112,-99.166981"
1342,Quesadillas las esquina,19.373002,-99.166929,Mexican Restaurant,13303,1,NaN,19,"19.373112,-99.166981"
1343,Las quecas,19.373026,-99.166788,Taco Restaurant,13306,1,NaN,22,"19.373112,-99.166981"
1344,Hamburguesas aniceto ortega,19.372935,-99.166622,Burger Joint,13031,1,NaN,34,"19.373112,-99.166981"
1345,Kaori Sushi,19.372892,-99.16688,Japanese Restaurant,13263,2,NaN,42,"19.373112,-99.166981"
1346,Las cebollitas,19.381991,-99.178811,Mexican Restaurant,13303,1,6.4,15,"19.38213,-99.178814"
1347,PreClub by CityGrill,19.382352,-99.178497,Bar,13003,2,NaN,26,"19.38213,-99.178814"
1348,La Parrilla Argentina,19.382296,-99.178631,Argentinian Restaurant,13070,2,6.3,28,"19.38213,-99.178814"
1349,Tianguis Estadio Azul,19.382296,-99.178631,Mexican Restaurant,13303,1,7.1,34,"19.38213,-99.178814"
1350,La Picuda Revolucionaria,19.381952,-99.17853,Restaurant,13065,2,NaN,35,"19.38213,-99.178814"
1351,Restaurante Dakota,19.382448,-99.179001,Restaurant,13065,2,NaN,40,"19.38213,-99.178814"
1352,Don Pancho Micheladas,19.382143,-99.179157,Bar,13003,2,NaN,48,"19.38213,-99.178814"
1353,Tacos el Naranjito - Estadio Azul,19.382324,-99.178564,Mexican Restaurant,13303,1,NaN,48,"19.38213,-99.178814"
1354,La Cigala,19.382184,-99.179215,Bar,13003,2,8.0,51,"19.38213,-99.178814"
1355,"Ricas Tortas Calientes, Jugos & Licuados ""El Güero""",19.368168,-99.175384,Sandwich Restaurant,13334,1,NaN,40,"19.367816,-99.175269"
1356,Wings And Wheels,19.367431,-99.175354,BBQ Joint,13026,2,NaN,43,"19.367816,-99.175269"
1357,Alfred's crib,19.368174,-99.175033,Speakeasy,13021,3,NaN,46,"19.367816,-99.175269"
1358,Marmot's,19.412936,-99.182792,Wine Bar,13025,2,NaN,4,"19.412776,-99.182805"
1359,Quesadillas de Chapultepec,19.413006,-99.182466,Taco Restaurant,13306,1,NaN,43,"19.412776,-99.182805"
1360,Cafeteria Rusa Drushba,19.409427,-99.183895,Diner,13049,1,NaN,18,"19.409577,-99.183818"
1361,Kekas Doña Tere,19.409231,-99.18391,Taco Restaurant,13306,1,NaN,19,"19.409577,-99.183818"
1362,El Rincon de mis Abuelos,19.409738,-99.183781,Restaurant,13065,2,NaN,20,"19.409577,-99.183818"
1363,La Pequeña Rusia,19.409231,-99.18391,Russian Restaurant,13329,NaN,NaN,22,"19.409577,-99.183818"
1364,El Portón,19.409657,-99.183665,Mexican Restaurant,13303,1,4.9,24,"19.409577,-99.183818"
1365,Portofino,19.409597,-99.18406,Italian Restaurant,13236,2,NaN,25,"19.409577,-99.183818"
1366,Кафе Дружба / Café Druzhba,19.409162,-99.183919,Russian Restaurant,13329,NaN,7.8,40,"19.409577,-99.183818"
1367,El Globo,19.40989,-99.183571,Bakery,13002,NaN,NaN,43,"19.409577,-99.183818"
1368,Valentina,19.430749,-99.171402,Café,13034,1,8.0,11,"19.4306227,-99.1712307"
1369,Parkimetro,19.430641,-99.171036,Taco Restaurant,13306,1,NaN,23,"19.4306227,-99.1712307"
1370,Quesadillas Ignacio,19.430573,-99.170911,Mexican Restaurant,13303,1,NaN,33,"19.4306227,-99.1712307"
1371,Osito's House,19.43046,-99.17163,Speakeasy,13021,3,NaN,58,"19.4306227,-99.1712307"
1372,El Pipirin,19.430683,-99.170777,Mexican Restaurant,13303,1,NaN,242,"19.4306227,-99.1712307"
1373,McDonald's,19.443972,-99.152755,Burger Joint,13031,NaN,NaN,44,"19.443684,-99.152465"
1374,Del Norte Pal Norte,19.397832,-99.167415,Deli,13039,1,NaN,5,"19.397923,-99.167248"
1375,Pizzeria Don Corleone,19.397763,-99.167424,Pizzeria,13064,1,7.1,19,"19.397923,-99.167248"
1376,Pizza Don Carleone,19.397804,-99.167482,Pizzeria,13064,1,NaN,21,"19.397923,-99.167248"
1377,Muñe's,19.382782,-99.158493,Wine Bar,13025,2,NaN,27,"19.382889,-99.158352"
1378,Cambalache,19.382522,-99.158586,Argentinian Restaurant,13070,2,NaN,47,"19.382889,-99.158352"
1379,Jardin Talavera,19.383896,-99.160817,Taco Restaurant,13306,1,NaN,16,"19.383904,-99.160875"
1380,Chinampita Taqueria,19.384077,-99.16077,Taco Restaurant,13306,1,NaN,22,"19.383904,-99.160875"
1381,La Parrilla Itza,19.384103,-99.160473,Restaurant,13065,2,NaN,32,"19.383904,-99.160875"
1382,Los 3 garcía,19.411681,-99.175843,Bar,13003,2,NaN,9,"19.411703,-99.175753"
1383,El bistro de la Condesa,19.411817,-99.175464,Bistro,13027,NaN,NaN,14,"19.411703,-99.175753"
1384,Cafe la Gloria,19.411817,-99.175464,Coffee Shop,13035,2,7.0,15,"19.411703,-99.175753"
1385,Creperie de la Paix,19.411678,-99.175799,French Restaurant,13148,2,8.1,17,"19.411703,-99.175753"
1386,García Madero,19.411678,-99.175799,Bakery,13002,1,8.6,19,"19.411703,-99.175753"
1387,La Nona Lola,19.411721,-99.175979,Pizzeria,13064,1,4.9,23,"19.411703,-99.175753"
1388,Barrio Shibuya,19.411678,-99.175799,Japanese Restaurant,13263,2,7.1,25,"19.411703,-99.175753"
1389,Shaka,19.411736,-99.17551,Hawaiian Restaurant,13192,NaN,NaN,25,"19.411703,-99.175753"
1390,Pizza Rodizio,19.411705,-99.176049,Pizzeria,13064,1,NaN,25,"19.411703,-99.175753"
1391,Pueblito Condesa,19.411663,-99.175514,Mexican Restaurant,13303,1,NaN,25,"19.411703,-99.175753"
1392,Romualdas!,19.411678,-99.175799,Mexican Restaurant,13303,1,7.1,26,"19.411703,-99.175753"
1393,Asian Tapas,19.411322,-99.175719,Thai Restaurant,13352,2,NaN,29,"19.411703,-99.175753"
1394,Picanteria,19.411814,-99.176098,Restaurant,13065,2,NaN,34,"19.411703,-99.175753"
1395,Embajada Suiza,19.411322,-99.175719,Dive Bar,13010,1,NaN,35,"19.411703,-99.175753"
1396,Jugos Atlixco,19.411982,-99.175379,Sandwich Restaurant,13334,1,NaN,37,"19.411703,-99.175753"
1397,Baño de la Heladería Santa Clara,19.411677,-99.176116,Deli,13039,1,NaN,42,"19.411703,-99.175753"
1398,Prima Rosa,19.411694,-99.17529,Italian Restaurant,13236,NaN,NaN,48,"19.411703,-99.175753"
1399,Cantina Urbana,19.411735,-99.175348,Beer Garden,13007,1,NaN,58,"19.411703,-99.175753"
1400,El Farolito,19.410018,-99.1795,Restaurant,13065,NaN,NaN,18,"19.409859,-99.179565"
1401,Combinados,19.409895,-99.179764,Taco Restaurant,13306,1,NaN,21,"19.409859,-99.179565"
1402,Artisanal Bistrot,19.409714,-99.17992,French Restaurant,13148,3,NaN,33,"19.409859,-99.179565"
1403,Oulolay's Place,19.415023,-99.166303,Bar,13003,2,NaN,23,"19.415237,-99.16659"
1404,Antojios Doña Sofi,19.41546,-99.166499,Taco Restaurant,13306,1,NaN,25,"19.415237,-99.16659"
1405,Frutas del Tiempo,19.41505,-99.166236,Vegan and Vegetarian Restaurant,13377,2,NaN,34,"19.415237,-99.16659"
1406,El rincón de los antojos,19.415023,-99.166303,Deli,13039,1,NaN,50,"19.415237,-99.16659"
1407,Ahogadas de Mis Amores,19.387451,-99.165535,Fast Food Restaurant,13145,1,NaN,15,"19.387342,-99.165629"
1408,Bottega Napulé,19.387232,-99.165763,Italian Restaurant,13236,2,NaN,30,"19.387342,-99.165629"
1409,Alto Amore,19.386957,-99.165799,Coffee Shop,13035,NaN,NaN,44,"19.387342,-99.165629"
1410,La Nacional,19.4105,-99.172533,Bar,13003,2,6.1,11,"19.410468,-99.172802"
1411,Marcel,19.410432,-99.172542,Cocktail Bar,13009,3,NaN,15,"19.410468,-99.172802"
1412,Temporal,19.410223,-99.173202,Restaurant,13065,2,8.1,16,"19.410468,-99.172802"
1413,Restaurante Agua Panela,19.410404,-99.172609,Latin American Restaurant,13297,NaN,NaN,21,"19.410468,-99.172802"
1414,Breakfast Condesa,19.410459,-99.172475,Restaurant,13065,2,6.2,22,"19.410468,-99.172802"
1415,Roof Garden,19.410655,-99.172923,Lounge,13016,3,NaN,24,"19.410468,-99.172802"
1416,La Ostra Condesa,19.4105,-99.172533,Seafood Restaurant,13338,NaN,NaN,28,"19.410468,-99.172802"
1417,"Sabina, la Guerrerense",19.410718,-99.172948,Seafood Restaurant,13338,3,NaN,31,"19.410468,-99.172802"
1418,Costa Central,19.410223,-99.173202,Seafood Restaurant,13338,3,NaN,31,"19.410468,-99.172802"
1419,Caiman,19.410609,-99.17248,Bar,13003,2,8.0,37,"19.410468,-99.172802"
1420,Mizrahi Meats,19.410807,-99.17286,American Restaurant,13068,2,NaN,38,"19.410468,-99.172802"
1421,Bar Nuevo León,19.410665,-99.173128,Restaurant,13065,2,NaN,40,"19.410468,-99.172802"
1422,El Roof de la Condesa,19.410311,-99.173218,Hotel Bar,13013,3,NaN,46,"19.410468,-99.172802"
1423,La Ostra,19.410814,-99.172872,Deli,13039,3,6.7,58,"19.410468,-99.172802"
1424,Valhalla Burgers & sandwiches,19.393441,-99.168618,Burger Joint,13031,1,NaN,30,"19.3932287,-99.1684308"
1425,Cocina Lopez,19.392921,-99.168311,Mexican Restaurant,13303,1,NaN,36,"19.3932287,-99.1684308"
1426,Amici Ristorante,19.427738,-99.167235,Mediterranean Restaurant,13302,2,6.5,42,"19.427553,-99.167396"
1427,Amici,19.427861,-99.167092,Italian Restaurant,13236,NaN,NaN,46,"19.427553,-99.167396"
1428,Lobby Bar,19.427653,-99.167753,Hotel Bar,13013,3,NaN,52,"19.427553,-99.167396"
1429,Prime Steak Club - Ángel de la Independencia,19.427829,-99.167674,Restaurant,13065,2,7.9,74,"19.427553,-99.167396"
1430,Las Super Tortas Lopez,19.408838,-99.176551,Mexican Restaurant,13303,1,NaN,11,"19.408676,-99.176759"
1431,Nevería Roxy,19.40881,-99.176618,Ice Cream Parlor,13046,2,9.2,22,"19.408676,-99.176759"
1432,Zorzal,19.408536,-99.176578,Argentinian Restaurant,13070,2,NaN,24,"19.408676,-99.176759"
1433,Nieve de Olla,19.40907,-99.176774,Ice Cream Parlor,13046,1,NaN,28,"19.408676,-99.176759"
1434,Primarossa Condesa,19.409002,-99.176783,Italian Restaurant,13236,NaN,NaN,36,"19.408676,-99.176759"
1435,Ensalada Lounge,19.408907,-99.176542,Mediterranean Restaurant,13302,1,6.4,40,"19.408676,-99.176759"
1436,La Camioneta de Tamaulipas,19.408838,-99.176551,Mexican Restaurant,13303,1,6.9,41,"19.408676,-99.176759"
1437,Vegan Ramen Mei,19.408951,-99.17646,Ramen Restaurant,13272,NaN,NaN,43,"19.408676,-99.176759"
1438,Rustic Kitchen - Condesa,19.409042,-99.176841,Bar,13003,3,7.4,45,"19.408676,-99.176759"
1439,Las Tortas de Chilaquiles de la Condesa,19.408345,-99.176489,African Restaurant,13067,NaN,NaN,46,"19.408676,-99.176759"
1440,Aromass,19.408975,-99.176405,Restaurant,13065,2,NaN,49,"19.408676,-99.176759"
1441,Tacos Champions,19.431152,-99.16039,Comfort Food Restaurant,13134,NaN,NaN,46,"19.430907,-99.160148"
1442,Club,19.428972,-99.1752,Lounge,13016,3,NaN,37,"19.429261,-99.17538"
1443,Taqueria del Seven,19.426985,-99.160429,Taco Restaurant,13306,1,NaN,1,"19.427132,-99.160369"
1444,Tortas Arreguin!,19.426985,-99.160429,Steakhouse,13383,4,NaN,2,"19.427132,-99.160369"
1445,Tacos de la esquina,19.427107,-99.160364,Taco Restaurant,13306,1,NaN,2,"19.427132,-99.160369"
1446,Red City Bar,19.4273,-99.160451,Bar,13003,2,6.3,5,"19.427132,-99.160369"
1447,London Club SW,19.427176,-99.160594,Bar,13003,2,NaN,8,"19.427132,-99.160369"
1448,Elioth's Burgers,19.427013,-99.160362,Burger Joint,13031,1,6.8,9,"19.427132,-99.160369"
1449,La Bonne Cuisine,19.427204,-99.160527,Bar,13003,2,NaN,11,"19.427132,-99.160369"
1450,Elioth's Burguer,19.427198,-99.160271,Burger Joint,13031,1,6.8,12,"19.427132,-99.160369"
1451,El Godín,19.427151,-99.160027,Mexican Restaurant,13303,1,6.7,20,"19.427132,-99.160369"
1452,Tortas en Baguette la Guera,19.42738,-99.160302,Mexican Restaurant,13303,1,NaN,28,"19.427132,-99.160369"
1453,Barbacoa el Taquito,19.427439,-99.160116,Taco Restaurant,13306,1,NaN,29,"19.427132,-99.160369"
1454,Kababi Steak & Pasta,19.427001,-99.15992,Restaurant,13065,2,6.4,41,"19.427132,-99.160369"
1455,"Kababi, Nápoles",19.427042,-99.159978,Restaurant,13065,NaN,NaN,42,"19.427132,-99.160369"
1456,Restaurante la Noria,19.426902,-99.16063,Restaurant,13065,2,5.5,43,"19.427132,-99.160369"
1457,Sukiya,19.425415,-99.171318,Japanese Restaurant,13263,2,5.8,22,"19.425597,-99.171409"
1458,Salón Corona,19.425896,-99.171531,Beer Bar,13006,NaN,5.8,23,"19.425597,-99.171409"
1459,Lynis Reforma,19.42554,-99.171451,Restaurant,13065,2,6.9,26,"19.425597,-99.171409"
1460,Laterraza,19.425553,-99.171788,Hotel Bar,13013,3,NaN,40,"19.425597,-99.171409"
1461,El Diez,19.425652,-99.17183,Argentinian Restaurant,13070,2,6.3,44,"19.425597,-99.171409"
1462,Prim Desayunos,19.428973,-99.179617,Restaurant,13065,2,NaN,27,"19.428949,-99.179796"
1463,La Bikina,19.431211,-99.188003,Mexican Restaurant,13303,1,7.9,10,"19.431255,-99.188065"
1464,Restaurante DO,19.431306,-99.188244,Spanish Restaurant,13345,2,NaN,19,"19.431255,-99.188065"
1465,Enanitos Bar,19.431239,-99.187936,Dive Bar,13010,1,NaN,27,"19.431255,-99.188065"
1466,"Teikit Sushi Shop, Polanco",19.432862,-99.183543,Restaurant,13065,NaN,NaN,7,"19.432888,-99.183605"
1467,Operadora Berchera,19.432849,-99.183418,Pizzeria,13064,NaN,NaN,20,"19.432888,-99.183605"
1468,Taco loco,19.433314,-99.183547,Taco Restaurant,13306,1,NaN,34,"19.432888,-99.183605"
1469,Buffet 69,19.432863,-99.183226,BBQ Joint,13026,2,NaN,39,"19.432888,-99.183605"
1470,Tacos Coyoacan Video Hall Polanco,19.432588,-99.183578,Taco Restaurant,13306,1,NaN,47,"19.432888,-99.183605"
1471,Olive Garden- Polanco,19.4333,-99.183739,Restaurant,13065,NaN,NaN,47,"19.432888,-99.183605"
1472,Asaderos Grill Polanco,19.432589,-99.183261,BBQ Joint,13026,1,5.6,63,"19.432888,-99.183605"
1473,Mythos Cibeles,19.419216,-99.166514,Greek Restaurant,13177,2,8.5,25,"19.41955,-99.166214"
