,empty_slots,free_bikes,POI_name,POI_latitude,POI_longitude,category_name,category_id,price,rating,distance,bike_ll,bike_latitude,bike_longitude,reversed_POI_lat
0,15,4,Cueva Colomba,19.43734,-99.137459,Bar,13003.0,2.0,6.1,13.0,"19.4374,-99.137571",19.4374,-99.137571,19.43734
1,15,4,Tintico,19.43721,-99.137425,Coffee Shop,13035.0,1.0,7.6,16.0,"19.4374,-99.137571",19.4374,-99.137571,19.43721
2,15,4,La Cueva Colomba,19.437141,-99.137434,Pub,13018.0,1.0,6.1,18.0,"19.4374,-99.137571",19.4374,-99.137571,19.437141
3,15,4,Tintico Cafe & Galeria,19.43725,-99.137483,Café,13034.0,,,19.0,"19.4374,-99.137571",19.4374,-99.137571,19.43725
4,15,4,Cantina Río de la Plata,19.437195,-99.137617,Beer Bar,13006.0,1.0,6.6,20.0,"19.4374,-99.137571",19.4374,-99.137571,19.437195
5,15,4,"Los Tacos de Fonda Argentina, Centro Histórico",19.437262,-99.137925,BBQ Joint,13026.0,2.0,6.1,23.0,"19.4374,-99.137571",19.4374,-99.137571,19.437262
6,15,4,Salon Beer,19.437126,-99.137626,Bar,13003.0,2.0,,23.0,"19.4374,-99.137571",19.4374,-99.137571,19.437126
7,15,4,El Pecado,19.43721,-99.137425,Dive Bar,13010.0,1.0,5.9,26.0,"19.4374,-99.137571",19.4374,-99.137571,19.43721
8,15,4,Tacos liricos,19.437567,-99.137188,Mexican Restaurant,13303.0,1.0,,30.0,"19.4374,-99.137571",19.4374,-99.137571,19.437567
9,15,4,Manolo,19.437657,-99.137444,Diner,13049.0,1.0,,31.0,"19.4374,-99.137571",19.4374,-99.137571,19.437657
10,15,4,El Pixcuhuil,19.437674,-99.137871,Mexican Restaurant,13303.0,1.0,,31.0,"19.4374,-99.137571",19.4374,-99.137571,19.437674
11,15,4,El Enxebre,19.437262,-99.137925,Restaurant,13065.0,2.0,,32.0,"19.4374,-99.137571",19.4374,-99.137571,19.437262
12,15,4,El Otro Río,19.437155,-99.137242,Dive Bar,13010.0,2.0,6.0,34.0,"19.4374,-99.137571",19.4374,-99.137571,19.437155
13,15,4,Marejada. Tacos de Pesca.,19.437674,-99.137871,Taco Restaurant,13306.0,1.0,8.3,39.0,"19.4374,-99.137571",19.4374,-99.137571,19.437674
14,15,4,Bar la J,19.437125,-99.137943,Bar,13003.0,2.0,,46.0,"19.4374,-99.137571",19.4374,-99.137571,19.437125
15,15,4,HB Mex - Hamburguesas y Burritos,19.43783,-99.137618,Mexican Restaurant,13303.0,1.0,,48.0,"19.4374,-99.137571",19.4374,-99.137571,19.43783
16,15,4,Cantenario de la Plata,19.437126,-99.137626,Bar,13003.0,2.0,,55.0,"19.4374,-99.137571",19.4374,-99.137571,19.437126
17,17,6,Tortas la Españita,19.436439,-99.131445,Sandwich Restaurant,13334.0,1.0,,4.0,"19.436531,-99.131497",19.436531,-99.131497,19.436439
18,17,6,Salon Cantina España 25,19.436617,-99.131485,Bar,13003.0,2.0,7.6,15.0,"19.436531,-99.131497",19.436531,-99.131497,19.436617
19,17,6,Taquería Tlaquepaque,19.436411,-99.131512,Taco Restaurant,13306.0,1.0,,27.0,"19.436531,-99.131497",19.436531,-99.131497,19.436411
20,17,6,Bubble Waffle Co. Centro Histórico,19.436372,-99.131137,Café,13034.0,1.0,,49.0,"19.436531,-99.131497",19.436531,-99.131497,19.436372
21,17,6,Salón España,19.436684,-99.131793,Bar,13003.0,2.0,,203.0,"19.436531,-99.131497",19.436531,-99.131497,19.436684
22,23,12,La Jaliciense centro de la ciudad de mexico area 2,19.436864,-99.13481,Restaurant,13065.0,,,13.0,"19.436741,-99.134811",19.436741,-99.134811,19.436864
23,23,12,Quesadillas y tlacoyos en un zaguán,19.43689,-99.13506,Taco Restaurant,13306.0,1.0,,43.0,"19.436741,-99.134811",19.436741,-99.134811,19.43689
24,16,7,Museo de la Secretaría de Hacienda y Crédito Público,19.433658,-99.131113,Art Museum,10028.0,,7.0,8.0,"19.433766,-99.130918",19.433766,-99.130918,19.433658
25,16,7,El Antojo Comida de Autor,19.433591,-99.130805,Restaurant,13065.0,2.0,,23.0,"19.433766,-99.130918",19.433766,-99.130918,19.433591
26,16,7,Museo Tutankamón - Mexico,19.433934,-99.13076,Museum,10027.0,,,24.0,"19.433766,-99.130918",19.433766,-99.130918,19.433934
27,16,7,Terraza Moneda,19.433605,-99.130613,Lounge,13016.0,3.0,,25.0,"19.433766,-99.130918",19.433766,-99.130918,19.433605
28,14,5,Señor Chicharron,19.430714,-99.13376,Salad Restaurant,13332.0,1.0,,6.0,"19.430722,-99.133698",19.430722,-99.133698,19.430714
29,14,5,Los Chicharrones de 20 Nov,19.430646,-99.133852,Fast Food Restaurant,13145.0,1.0,,14.0,"19.430722,-99.133698",19.430722,-99.133698,19.430646
30,14,5,La Casa del Chicharrón,19.430537,-99.133486,Botanero,13304.0,,,26.0,"19.430722,-99.133698",19.430722,-99.133698,19.430537
31,14,5,Restaurante Sienra's,19.430419,-99.13365,"Cafes, Coffee, and Tea Houses",13032.0,1.0,6.5,34.0,"19.430722,-99.133698",19.430722,-99.133698,19.430419
32,14,5,"Restaurante Palacio, Centro",19.431085,-99.133731,Restaurant,13065.0,2.0,7.9,35.0,"19.430722,-99.133698",19.430722,-99.133698,19.431085
33,14,5,Viajes Palacio,19.431098,-99.133856,Restaurant,13065.0,,,42.0,"19.430722,-99.133698",19.430722,-99.133698,19.431098
34,15,0,La Rinconada,19.429167,-99.13286,Mexican Restaurant,13303.0,1.0,,10.0,"19.429189,-99.132759",19.429189,-99.132759,19.429167
35,15,0,Restaurante Rinconada,19.429045,-99.133175,Mexican Restaurant,13303.0,2.0,,44.0,"19.429189,-99.132759",19.429189,-99.132759,19.429045
36,15,0,Museo de la Ciudad de México,19.429309,-99.132381,Museum,10027.0,1.0,8.7,52.0,"19.429189,-99.132759",19.429189,-99.132759,19.429309
37,22,1,Chang Long,19.428479,-99.134073,Chinese Restaurant,13099.0,1.0,,21.0,"19.428485,-99.1338",19.428485,-99.1338,19.428479
38,22,1,Flor de Iguala,19.428452,-99.13414,Mexican Restaurant,13303.0,1.0,,23.0,"19.428485,-99.1338",19.428485,-99.1338,19.428452
39,22,1,El Buen Sazón,19.428755,-99.13372,Mexican Restaurant,13303.0,1.0,,31.0,"19.428485,-99.1338",19.428485,-99.1338,19.428755
40,22,1,Quesadillas Flor de Iguala,19.428503,-99.134128,Mexican Restaurant,13303.0,1.0,,34.0,"19.428485,-99.1338",19.428485,-99.1338,19.428503
41,22,1,Coffee Max Cafeteria Cibercafe,19.428806,-99.133736,Diner,13049.0,1.0,,36.0,"19.428485,-99.1338",19.428485,-99.1338,19.428806
42,22,1,La Joya Merendero,19.428372,-99.13339,Steakhouse,13383.0,2.0,,55.0,"19.428485,-99.1338",19.428485,-99.1338,19.428372
43,9,2,El Cantón,19.427059,-99.137072,Bar,13003.0,2.0,,4.0,"19.427059,-99.137116",19.427059,-99.137116,19.427059
44,9,2,Céntrico,19.4271,-99.137035,Bar,13003.0,2.0,,9.0,"19.427059,-99.137116",19.427059,-99.137116,19.4271
45,9,2,Hosteria la Bota,19.427179,-99.136904,Tapas Restaurant,13347.0,2.0,8.4,10.0,"19.427059,-99.137116",19.427059,-99.137116,19.427179
46,9,2,El Depósito,19.427233,-99.137087,Bar,13003.0,2.0,7.7,10.0,"19.427059,-99.137116",19.427059,-99.137116,19.427233
47,9,2,Mexica,19.426949,-99.13711,Mexican Restaurant,13303.0,1.0,,12.0,"19.427059,-99.137116",19.427059,-99.137116,19.426949
48,9,2,Chocolatería Mayordomo,19.427466,-99.13731,"Cafes, Coffee, and Tea Houses",13032.0,1.0,8.3,27.0,"19.427059,-99.137116",19.427059,-99.137116,19.427466
49,9,2,Quesadillas Rafita,19.427426,-99.136935,Mexican Restaurant,13303.0,1.0,,30.0,"19.427059,-99.137116",19.427059,-99.137116,19.427426
50,9,2,La Fogatita,19.427398,-99.137002,Mexican Restaurant,13303.0,1.0,5.9,39.0,"19.427059,-99.137116",19.427059,-99.137116,19.427398
51,9,2,tacos el Leon,19.426672,-99.137349,Taco Restaurant,13306.0,1.0,,49.0,"19.427059,-99.137116",19.427059,-99.137116,19.426672
52,8,15,Trattoria di Luu,19.426598,-99.135017,Pizzeria,13064.0,1.0,,6.0,"19.426755,-99.135014",19.426755,-99.135014,19.426598
53,8,15,Pescato's,19.426626,-99.13495,Seafood Restaurant,13338.0,3.0,6.7,8.0,"19.426755,-99.135014",19.426755,-99.135014,19.426626
54,8,15,"Tacos ""el Papi""",19.426626,-99.13495,Mexican Restaurant,13303.0,1.0,6.8,10.0,"19.426755,-99.135014",19.426755,-99.135014,19.426626
55,8,15,Taqueria el Silencioso,19.426939,-99.135288,Taco Restaurant,13306.0,1.0,6.3,18.0,"19.426755,-99.135014",19.426755,-99.135014,19.426939
56,8,15,Pacha,19.426828,-99.135171,Bar,13003.0,2.0,,18.0,"19.426755,-99.135014",19.426755,-99.135014,19.426828
57,8,15,Pulquería la Chulada del Centro,19.427008,-99.135279,Beer Bar,13006.0,2.0,5.6,22.0,"19.426755,-99.135014",19.426755,-99.135014,19.427008
58,8,15,La Chulada Pulques Chelas y Mezcal,19.426885,-99.135207,Bar,13003.0,2.0,,24.0,"19.426755,-99.135014",19.426755,-99.135014,19.426885
59,8,15,Taqueria el Papi,19.42657,-99.135084,Taco Restaurant,13306.0,1.0,,24.0,"19.426755,-99.135014",19.426755,-99.135014,19.42657
60,8,15,De Costa a Costa - Centro,19.426787,-99.134791,Seafood Restaurant,13338.0,3.0,,26.0,"19.426755,-99.135014",19.426755,-99.135014,19.426787
61,8,15,Perú Bar,19.426763,-99.135311,New American Restaurant,13314.0,3.0,,31.0,"19.426755,-99.135014",19.426755,-99.135014,19.426763
62,8,15,El Pechugón Perú Bar,19.427049,-99.135337,Peruvian Restaurant,13322.0,2.0,,32.0,"19.426755,-99.135014",19.426755,-99.135014,19.427049
63,8,15,Cantina Cosmopolita,19.426873,-99.134664,Bar,13003.0,2.0,7.1,34.0,"19.426755,-99.135014",19.426755,-99.135014,19.426873
64,8,15,Terraza Barullo's Bar,19.426953,-99.135413,Beer Garden,13007.0,1.0,5.7,34.0,"19.426755,-99.135014",19.426755,-99.135014,19.426953
65,8,15,Centro Cosmopolita,19.426873,-99.134664,Bar,13003.0,2.0,,35.0,"19.426755,-99.135014",19.426755,-99.135014,19.426873
66,8,15,"Tortas ""Shiro's""",19.427009,-99.134963,American Restaurant,13068.0,,,36.0,"19.426755,-99.135014",19.426755,-99.135014,19.427009
67,8,15,La Mezcalita,19.426912,-99.135355,Bar,13003.0,2.0,6.0,38.0,"19.426755,-99.135014",19.426755,-99.135014,19.426912
68,8,15,Pollos a la Brasa el Pechugón,19.427008,-99.135279,Peruvian Restaurant,13322.0,2.0,,39.0,"19.426755,-99.135014",19.426755,-99.135014,19.427008
69,8,15,Ensaladas Vero,19.426599,-99.1347,Sandwich Restaurant,13334.0,1.0,7.3,43.0,"19.426755,-99.135014",19.426755,-99.135014,19.426599
70,8,15,Peggy Sues,19.427009,-99.134963,Burger Joint,13031.0,1.0,7.1,46.0,"19.426755,-99.135014",19.426755,-99.135014,19.427009
71,19,4,El Jalisquillo,19.427415,-99.149537,Taco Restaurant,13306.0,1.0,,12.0,"19.427305,-99.149533",19.427305,-99.149533,19.427415
72,19,4,Comedor Secretaria de Gobernacion,19.427209,-99.149695,Diner,13049.0,1.0,,14.0,"19.427305,-99.149533",19.427305,-99.149533,19.427209
73,19,4,Sushi Movil,19.427223,-99.149503,Japanese Restaurant,13263.0,2.0,6.2,33.0,"19.427305,-99.149533",19.427305,-99.149533,19.427223
74,19,4,Las Banderillas del Mini,19.427366,-99.14992,Fast Food Restaurant,13145.0,1.0,,41.0,"19.427305,-99.149533",19.427305,-99.149533,19.427366
75,19,4,Tacos de Guisado Balderas,19.427427,-99.149159,Taco Restaurant,13306.0,1.0,,41.0,"19.427305,-99.149533",19.427305,-99.149533,19.427427
76,19,4,Kangreburguers,19.427729,-99.149661,Burger Joint,13031.0,1.0,,49.0,"19.427305,-99.149533",19.427305,-99.149533,19.427729
77,12,19,Sushi San,19.425451,-99.137321,Japanese Restaurant,13263.0,2.0,6.9,13.0,"19.425311,-99.137421",19.425311,-99.137421,19.425451
78,12,19,Tacos Soco,19.425518,-99.137628,Taco Restaurant,13306.0,1.0,,18.0,"19.425311,-99.137421",19.425311,-99.137421,19.425518
79,12,19,Donde Isabel,19.425588,-99.137303,Mexican Restaurant,13303.0,1.0,7.0,25.0,"19.425311,-99.137421",19.425311,-99.137421,19.425588
80,12,19,Taquitos el Güero,19.425587,-99.137619,Taco Restaurant,13306.0,1.0,,27.0,"19.425311,-99.137421",19.425311,-99.137421,19.425587
81,12,19,El Rey de las Tortas,19.425518,-99.137628,Sandwich Restaurant,13334.0,1.0,,30.0,"19.425311,-99.137421",19.425311,-99.137421,19.425518
82,12,19,La Casa del Habanero,19.425724,-99.137601,Restaurant,13065.0,2.0,,33.0,"19.425311,-99.137421",19.425311,-99.137421,19.425724
83,12,19,Tacos Árabes Artabán,19.425295,-99.137753,Middle Eastern Restaurant,13309.0,2.0,,34.0,"19.425311,-99.137421",19.425311,-99.137421,19.425295
84,12,19,Salon Familiar la Mascota,19.425657,-99.137294,Bar,13003.0,2.0,,49.0,"19.425311,-99.137421",19.425311,-99.137421,19.425657
85,12,19,San Wichon,19.425725,-99.137285,Sandwich Restaurant,13334.0,1.0,,55.0,"19.425311,-99.137421",19.425311,-99.137421,19.425725
86,12,19,Arrachera's Grill,19.42541,-99.137263,American Restaurant,13068.0,4.0,7.5,152.0,"19.425311,-99.137421",19.425311,-99.137421,19.42541
87,4,19,La Cima,19.432791,-99.151747,Bar,13003.0,2.0,,3.0,"19.432819,-99.151734",19.432819,-99.151734,19.432791
88,4,19,Viento en Popa,19.432556,-99.151432,Seafood Restaurant,13338.0,3.0,,43.0,"19.432819,-99.151734",19.432819,-99.151734,19.432556
89,14,1,Soy Capitán Pescadería,19.43041,-99.15444,Seafood Restaurant,13338.0,3.0,,5.0,"19.430369,-99.154419",19.430369,-99.154419,19.43041
90,14,1,Colmillo,19.430628,-99.154758,Cocktail Bar,13009.0,3.0,,46.0,"19.430369,-99.154419",19.430369,-99.154419,19.430628
91,14,1,Buscando que comer XD,19.430176,-99.15482,Afghan Restaurant,13066.0,2.0,,47.0,"19.430369,-99.154419",19.430369,-99.154419,19.430176
92,14,1,El Colmillo Affter,19.430025,-99.154647,Speakeasy,13021.0,3.0,,55.0,"19.430369,-99.154419",19.430369,-99.154419,19.430025
93,14,9,Circulo del Sureste,19.428783,-99.153416,Mexican Restaurant,13303.0,1.0,7.9,36.0,"19.428989,-99.153618",19.428989,-99.153618,19.428783
94,14,9,Centro Yucateco Internacional,19.428811,-99.153349,Mexican Restaurant,13303.0,1.0,,38.0,"19.428989,-99.153618",19.428989,-99.153618,19.428811
95,21,6,McDonald's,19.429744,-99.159561,Burger Joint,13031.0,1.0,6.4,24.0,"19.429947,-99.159698",19.429947,-99.159698,19.429744
96,21,6,La Cobacha,19.429725,-99.15964,Bar,13003.0,2.0,,25.0,"19.429947,-99.159698",19.429947,-99.159698,19.429725
97,21,6,La Nueva Argentina,19.429686,-99.159364,Steakhouse,13383.0,4.0,,45.0,"19.429947,-99.159698",19.429947,-99.159698,19.429686
98,17,6,Tacos de Mixiote Castelán,19.428838,-99.156576,Mexican Restaurant,13303.0,1.0,8.2,11.0,"19.428985,-99.15664",19.428985,-99.15664,19.428838
99,17,6,Hop The Beer Experience,19.428838,-99.156576,Arts and Entertainment,10000.0,1.0,8.4,15.0,"19.428985,-99.15664",19.428985,-99.15664,19.428838
100,17,6,Hop The Beer Experience,19.428934,-99.1565,Bar,13003.0,,,15.0,"19.428985,-99.15664",19.428985,-99.15664,19.428934
101,17,6,La Marisqueria,19.428922,-99.156499,Seafood Restaurant,13338.0,3.0,,16.0,"19.428985,-99.15664",19.428985,-99.15664,19.428922
102,17,6,Los de Mexiote,19.428742,-99.156652,Taco Restaurant,13306.0,1.0,,17.0,"19.428985,-99.15664",19.428985,-99.15664,19.428742
103,17,6,Tlacoyos Londres,19.428838,-99.156576,Mexican Restaurant,13303.0,1.0,,19.0,"19.428985,-99.15664",19.428985,-99.15664,19.428838
104,17,6,Quesadillas del Sumesa,19.428838,-99.156576,Mexican Restaurant,13303.0,1.0,,19.0,"19.428985,-99.15664",19.428985,-99.15664,19.428838
105,17,6,Museo de Lo Increíble,19.428783,-99.15671,Museum,10027.0,,,23.0,"19.428985,-99.15664",19.428985,-99.15664,19.428783
106,17,6,La Casona Restaurante,19.429042,-99.156866,Restaurant,13065.0,,6.7,29.0,"19.428985,-99.15664",19.428985,-99.15664,19.429042
107,17,6,Barbacoa Esqina Roma y Lisboa,19.429223,-99.156272,Mexican Restaurant,13303.0,1.0,,44.0,"19.428985,-99.15664",19.428985,-99.15664,19.429223
108,17,6,Museo Ripley,19.428618,-99.156795,Art Museum,10028.0,,7.1,45.0,"19.428985,-99.15664",19.428985,-99.15664,19.428618
109,17,6,La Pizzarra,19.428729,-99.156527,Pizzeria,13064.0,1.0,7.6,55.0,"19.428985,-99.15664",19.428985,-99.15664,19.428729
110,4,15,Tacos la Sombrilla,19.427094,-99.158164,Taco Restaurant,13306.0,1.0,,9.0,"19.427114,-99.158251",19.427114,-99.158251,19.427094
111,4,15,Paracaidista Taproom - Juarez,19.427158,-99.158096,Brewery,13029.0,2.0,6.6,16.0,"19.427114,-99.158251",19.427114,-99.158251,19.427158
112,4,15,Antojitos mexicanos Don Pery,19.426735,-99.158055,Mexican Restaurant,13303.0,1.0,,36.0,"19.427114,-99.158251",19.427114,-99.158251,19.426735
113,4,15,Tacos los Paisanos,19.426747,-99.158497,Taco Restaurant,13306.0,1.0,,36.0,"19.427114,-99.158251",19.427114,-99.158251,19.426747
114,4,15,Tamales Madre,19.427109,-99.157883,Mexican Restaurant,13303.0,1.0,8.2,38.0,"19.427114,-99.158251",19.427114,-99.158251,19.427109
115,9,6,Toñocop's Aparment,19.425276,-99.159386,Speakeasy,13021.0,3.0,,7.0,"19.425437,-99.159458",19.425437,-99.159458,19.425276
116,9,6,Pizza Miah,19.425276,-99.159386,Pizzeria,13064.0,1.0,,8.0,"19.425437,-99.159458",19.425437,-99.159458,19.425276
117,9,6,El 123 Mini,19.425304,-99.159319,Café,13034.0,1.0,8.2,11.0,"19.425437,-99.159458",19.425437,-99.159458,19.425304
118,9,6,Burrushi,19.425304,-99.159319,Asian Restaurant,13072.0,2.0,,18.0,"19.425437,-99.159458",19.425437,-99.159458,19.425304
119,9,6,BLOM Café,19.425221,-99.15952,Coffee Shop,13035.0,1.0,8.9,20.0,"19.425437,-99.159458",19.425437,-99.159458,19.425221
120,9,6,Barbacoa Capulhuac,19.425276,-99.159386,Taco Restaurant,13306.0,1.0,,20.0,"19.425437,-99.159458",19.425437,-99.159458,19.425276
121,9,6,Los Molcajetes,19.425304,-99.159319,Mexican Restaurant,13303.0,1.0,5.8,25.0,"19.425437,-99.159458",19.425437,-99.159458,19.425304
122,9,6,Mauricio's fonda,19.425675,-99.159207,Comfort Food Restaurant,13134.0,,,26.0,"19.425437,-99.159458",19.425437,-99.159458,19.425675
123,9,6,Restaurante Napoles,19.425058,-99.159288,Mexican Restaurant,13303.0,1.0,5.6,31.0,"19.425437,-99.159458",19.425437,-99.159458,19.425058
124,9,6,Del Rio Valdivia Maria Soledad,19.425497,-99.159167,Restaurant,13065.0,,,31.0,"19.425437,-99.159458",19.425437,-99.159458,19.425497
125,9,6,Tacos Don Manolito,19.425193,-99.159587,Taco Restaurant,13306.0,1.0,6.4,32.0,"19.425437,-99.159458",19.425437,-99.159458,19.425193
126,9,6,El Dorado,19.425534,-99.159133,Sandwich Restaurant,13334.0,1.0,,35.0,"19.425437,-99.159458",19.425437,-99.159458,19.425534
127,9,6,Buffet chino Lu Shan,19.425702,-99.15914,Asian Restaurant,13072.0,2.0,,38.0,"19.425437,-99.159458",19.425437,-99.159458,19.425702
128,2,13,Brujas House,19.423844,-99.160967,Wine Bar,13025.0,2.0,,33.0,"19.424137,-99.161317",19.424137,-99.161317,19.423844
129,19,12,Antojitos el Rinconcito,19.425522,-99.146559,Mexican Restaurant,13303.0,1.0,,15.0,"19.425502,-99.146337",19.425502,-99.146337,19.425522
130,19,12,Las Arracheras,19.425675,-99.146032,Beer Garden,13007.0,2.0,,28.0,"19.425502,-99.146337",19.425502,-99.146337,19.425675
131,13,14,Birrieria el Rancho,19.424467,-99.153031,Mexican Restaurant,13303.0,1.0,7.4,8.0,"19.424161,-99.153117",19.424161,-99.153117,19.424467
132,13,14,Restaurante Paco's,19.424331,-99.152732,Restaurant,13065.0,2.0,7.1,12.0,"19.424161,-99.153117",19.424161,-99.153117,19.424331
133,13,14,Cerveceria,19.424262,-99.15305,Bar,13003.0,2.0,,13.0,"19.424161,-99.153117",19.424161,-99.153117,19.424262
134,13,14,La Imperial,19.424115,-99.15298,Bar,13003.0,2.0,8.1,15.0,"19.424161,-99.153117",19.424161,-99.153117,19.424115
135,13,14,Bar Sambuca Cuauhtémoc,19.42414,-99.153325,Bar,13003.0,2.0,5.8,21.0,"19.424161,-99.153117",19.424161,-99.153117,19.42414
136,13,14,Tacos de birria el Pariente,19.423863,-99.153237,Taco Restaurant,13306.0,1.0,,25.0,"19.424161,-99.153117",19.424161,-99.153117,19.423863
137,13,14,Taquitos el Pariente,19.424466,-99.153348,Mexican Restaurant,13303.0,1.0,,32.0,"19.424161,-99.153117",19.424161,-99.153117,19.424466
138,13,14,Birria los Parientes,19.423863,-99.153237,Mexican Restaurant,13303.0,1.0,,37.0,"19.424161,-99.153117",19.424161,-99.153117,19.423863
139,13,14,Alma de Quetzal,19.423893,-99.152889,Yucatecan Restaurant,13308.0,,7.2,38.0,"19.424161,-99.153117",19.424161,-99.153117,19.423893
140,13,14,Santas Alitas,19.424411,-99.153482,Wings Joint,13388.0,1.0,,43.0,"19.424161,-99.153117",19.424161,-99.153117,19.424411
141,13,14,Las Jirafas,19.423741,-99.153283,Bar,13003.0,2.0,,49.0,"19.424161,-99.153117",19.424161,-99.153117,19.423741
142,13,14,Tacos al Carbon Doña Santa,19.424109,-99.153585,Taco Restaurant,13306.0,1.0,,65.0,"19.424161,-99.153117",19.424161,-99.153117,19.424109
143,30,4,Caldos Bens,19.422332,-99.162116,Restaurant,13065.0,,,5.0,"19.422288,-99.162138",19.422288,-99.162138,19.422332
144,30,4,Casa Lorenzo,19.422647,-99.162138,Mexican Restaurant,13303.0,1.0,,21.0,"19.422288,-99.162138",19.422288,-99.162138,19.422647
145,30,4,Daddy's Burgers & Salads,19.422374,-99.161857,Burger Joint,13031.0,1.0,7.7,30.0,"19.422288,-99.162138",19.422288,-99.162138,19.422374
146,30,4,Las Gorditas de Puebla,19.422402,-99.16179,Mexican Restaurant,13303.0,1.0,,39.0,"19.422288,-99.162138",19.422288,-99.162138,19.422402
147,23,4,Tortas y Tacos,19.423045,-99.158665,Taco Restaurant,13306.0,1.0,,32.0,"19.423318,-99.15833",19.423318,-99.15833,19.423045
148,23,4,Tacos de Isra,19.42347,-99.158736,Taco Restaurant,13306.0,1.0,,33.0,"19.423318,-99.15833",19.423318,-99.15833,19.42347
149,23,4,Martínez,19.423174,-99.158634,Wine Bar,13025.0,2.0,,35.0,"19.423318,-99.15833",19.423318,-99.15833,19.423174
150,23,4,hochos Patrick,19.423045,-99.158665,Burger Joint,13031.0,1.0,,35.0,"19.423318,-99.15833",19.423318,-99.15833,19.423045
151,23,4,Deseo Café de Especialidad,19.423075,-99.158281,Café,13034.0,1.0,8.5,37.0,"19.423318,-99.15833",19.423318,-99.15833,19.423075
152,23,4,Tops,19.423361,-99.158687,Restaurant,13065.0,,,37.0,"19.423318,-99.15833",19.423318,-99.15833,19.423361
153,23,4,Bennigan's,19.422965,-99.158232,Restaurant,13065.0,,,40.0,"19.423318,-99.15833",19.423318,-99.15833,19.422965
154,23,4,El Flako,19.422946,-99.158485,Taco Restaurant,13306.0,1.0,,44.0,"19.423318,-99.15833",19.423318,-99.15833,19.422946
155,23,4,Tortas Roma,19.422907,-99.158476,Mexican Restaurant,13303.0,1.0,,48.0,"19.423318,-99.15833",19.423318,-99.15833,19.422907
156,23,4,Quesadillas Doña Mary,19.422952,-99.158107,Mexican Restaurant,13303.0,1.0,,58.0,"19.423318,-99.15833",19.423318,-99.15833,19.422952
157,10,13,Hungry Beast Juice Bar & Kitchen,19.422172,-99.160933,Restaurant,13065.0,1.0,6.7,15.0,"19.422148,-99.160645",19.422148,-99.160645,19.422172
158,10,13,Bottega Sartoria,19.4222,-99.160866,Deli,13039.0,1.0,8.4,16.0,"19.422148,-99.160645",19.422148,-99.160645,19.4222
159,10,13,Pizzera Della Maddonna,19.422188,-99.160819,Pizzeria,13064.0,1.0,,18.0,"19.422148,-99.160645",19.422148,-99.160645,19.422188
160,10,13,Cucina,19.422052,-99.16083,Restaurant,13065.0,2.0,,22.0,"19.422148,-99.160645",19.422148,-99.160645,19.422052
161,10,13,Buna,19.421955,-99.160518,Café,13034.0,,,25.0,"19.422148,-99.160645",19.422148,-99.160645,19.421955
162,10,13,Madonna,19.422083,-99.160909,Italian Restaurant,13236.0,2.0,,28.0,"19.422148,-99.160645",19.422148,-99.160645,19.422083
163,10,13,Sartoria,19.421845,-99.160469,Italian Restaurant,13236.0,2.0,8.0,33.0,"19.422148,-99.160645",19.422148,-99.160645,19.421845
164,10,13,Museo PADRE PRO,19.422445,-99.160866,History Museum,10030.0,,,40.0,"19.422148,-99.160645",19.422148,-99.160645,19.422445
165,10,13,Café Toscano,19.421845,-99.160469,Café,13034.0,2.0,7.7,61.0,"19.422148,-99.160645",19.422148,-99.160645,19.421845
166,8,11,Restaurante Oxacobeo,19.419513,-99.161091,Spanish Restaurant,13345.0,,,24.0,"19.419579,-99.161314",19.419579,-99.161314,19.419513
167,8,11,Las Pelonchas,19.419787,-99.161055,Burger Joint,13031.0,1.0,,26.0,"19.419579,-99.161314",19.419579,-99.161314,19.419787
168,8,11,Papas Guapas,19.419716,-99.161698,Restaurant,13065.0,2.0,,30.0,"19.419579,-99.161314",19.419579,-99.161314,19.419716
169,8,11,Game Over PartyParty,19.419389,-99.161234,Bar,13003.0,2.0,,37.0,"19.419579,-99.161314",19.419579,-99.161314,19.419389
170,8,11,O'xacobeo,19.419527,-99.160899,Spanish Restaurant,13345.0,2.0,7.7,39.0,"19.419579,-99.161314",19.419579,-99.161314,19.419527
171,8,11,Restaurante Centro Gallego,19.4195,-99.160966,Spanish Restaurant,13345.0,2.0,7.3,48.0,"19.419579,-99.161314",19.419579,-99.161314,19.4195
172,14,9,Modena Pizza Napolitana,19.420834,-99.156484,Pizzeria,13064.0,1.0,,15.0,"19.420667,-99.15645",19.420667,-99.15645,19.420834
173,14,9,The Food Box,19.420831,-99.156399,Burger Joint,13031.0,1.0,7.4,18.0,"19.420667,-99.15645",19.420667,-99.15645,19.420831
174,14,9,Comal de Piedra,19.420903,-99.156475,Mexican Restaurant,13303.0,1.0,7.2,19.0,"19.420667,-99.15645",19.420667,-99.15645,19.420903
175,14,9,La Ensalada Loka,19.420957,-99.156658,Salad Restaurant,13332.0,1.0,,28.0,"19.420667,-99.15645",19.420667,-99.15645,19.420957
176,14,9,Penya Blaugrana Ciutat de Mèxic,19.420973,-99.15615,Lounge,13016.0,3.0,,30.0,"19.420667,-99.15645",19.420667,-99.15645,19.420973
177,14,9,Salón Paseo de Gracia,19.420973,-99.15615,Restaurant,13065.0,2.0,7.7,31.0,"19.420667,-99.15645",19.420667,-99.15645,19.420973
